Entity,Code,Year,Low-carbon energy
Bulgaria,BGR,1977,7.3562784
Bulgaria,BGR,1978,6.891841
Bulgaria,BGR,1979,7.0417557
Bulgaria,BGR,1980,6.7880735
Bulgaria,BGR,1981,9.594775
Bulgaria,BGR,1982,10.623686
Bulgaria,BGR,1983,12.062684
Bulgaria,BGR,1984,12.473294
Bulgaria,BGR,1985,12.544432
Bulgaria,BGR,1986,11.394459
Bulgaria,BGR,1987,11.701674
Bulgaria,BGR,1988,14.5218115
Bulgaria,BGR,1989,13.424993
Bulgaria,BGR,1990,14.21695
Bulgaria,BGR,1991,16.194607
Bulgaria,BGR,1992,15.028492
Bulgaria,BGR,1993,16.792149
Bulgaria,BGR,1994,18.808348
Bulgaria,BGR,1995,20.049135
Bulgaria,BGR,1996,21.384233
Bulgaria,BGR,1997,22.142216
Bulgaria,BGR,1998,22.197927
Bulgaria,BGR,1999,23.56415
Bulgaria,BGR,2000,26.753387
Bulgaria,BGR,2001,27.008018
Bulgaria,BGR,2002,29.024647
Bulgaria,BGR,2003,24.72074
Bulgaria,BGR,2004,24.98996
Bulgaria,BGR,2005,26.067635
Bulgaria,BGR,2006,26.515942
Bulgaria,BGR,2007,20.364122
Bulgaria,BGR,2008,22.04748
Bulgaria,BGR,2009,24.885118
Bulgaria,BGR,2010,25.244547
Bulgaria,BGR,2011,23.932482
Bulgaria,BGR,2012,25.717361
Bulgaria,BGR,2013,26.712551
Bulgaria,BGR,2014,27.729055
Bulgaria,BGR,2015,26.52272
Bulgaria,BGR,2016,27.463322
Bulgaria,BGR,2017,25.897635
Bulgaria,BGR,2018,29.633312
Bulgaria,BGR,2019,30.14937
Bulgaria,BGR,2020,32.578796
Bulgaria,BGR,2021,31.024933
Bulgaria,BGR,2022,29.33099
Bulgaria,BGR,2023,33.69666
Bulgaria,BGR,2024,34.121452
Bulgaria,BGR,2025,33.533115
CIS (EI),,1965,1.2884549
CIS (EI),,1966,1.3665632
CIS (EI),,1967,1.2622367
CIS (EI),,1968,1.4523697
CIS (EI),,1969,1.5451877
CIS (EI),,1970,1.6069759
CIS (EI),,1971,1.5830839
CIS (EI),,1972,1.6117656
CIS (EI),,1973,1.6615144
CIS (EI),,1974,1.8731471
CIS (EI),,1975,1.9222299
CIS (EI),,1976,2.1877398
CIS (EI),,1977,2.5145097
CIS (EI),,1978,2.6328218
CIS (EI),,1979,2.7485988
CIS (EI),,1980,3.1127017
CIS (EI),,1981,3.365669
CIS (EI),,1982,3.477877
CIS (EI),,1983,3.6874394
CIS (EI),,1984,4.3896813
CIS (EI),,1985,4.396043
CIS (EI),,1986,4.391948
CIS (EI),,1987,4.794861
CIS (EI),,1988,5.019937
CIS (EI),,1989,4.9164395
CIS (EI),,1990,4.6130495
CIS (EI),,1991,4.7615585
CIS (EI),,1992,5.0187535
CIS (EI),,1993,5.5012426
CIS (EI),,1994,5.4249673
CIS (EI),,1995,5.762616
CIS (EI),,1996,6.089169
CIS (EI),,1997,6.4179654
CIS (EI),,1998,6.2551913
CIS (EI),,1999,6.909986
CIS (EI),,2000,7.2234445
CIS (EI),,2001,7.4054813
CIS (EI),,2002,7.4715066
CIS (EI),,2003,7.5674562
CIS (EI),,2004,7.519798
CIS (EI),,2005,7.6443667
CIS (EI),,2006,7.5607653
CIS (EI),,2007,7.6378717
CIS (EI),,2008,7.489674
CIS (EI),,2009,7.9723163
CIS (EI),,2010,7.8546863
CIS (EI),,2011,7.547247
CIS (EI),,2012,7.5776863
CIS (EI),,2013,7.7326784
CIS (EI),,2014,7.857911
CIS (EI),,2015,8.440578
CIS (EI),,2016,8.478674
CIS (EI),,2017,8.617998
CIS (EI),,2018,8.330389
CIS (EI),,2019,8.550504
CIS (EI),,2020,9.277494
CIS (EI),,2021,9.264874
CIS (EI),,2022,8.900195
CIS (EI),,2023,8.884475
CIS (EI),,2024,9.01404
CIS (EI),,2025,9.067474
Canada,CAN,1965,10.231397
Canada,CAN,1966,10.758744
Canada,CAN,1967,10.464428
Canada,CAN,1968,10.076803
Canada,CAN,1969,10.494656
Canada,CAN,1970,10.343125
Canada,CAN,1971,10.893641
Canada,CAN,1972,11.829492
Canada,CAN,1973,12.849935
Canada,CAN,1974,13.333634
Canada,CAN,1975,12.693643
Canada,CAN,1976,13.488252
Canada,CAN,1977,14.372744
Canada,CAN,1978,15.64738
Canada,CAN,1979,16.220707
Canada,CAN,1980,16.626963
Canada,CAN,1981,18.014381
Canada,CAN,1982,17.969719
Canada,CAN,1983,20.0861
Canada,CAN,1984,20.371626
Canada,CAN,1985,21.63719
Canada,CAN,1986,23.237707
Canada,CAN,1987,23.483442
Canada,CAN,1988,22.546003
Canada,CAN,1989,21.033484
Canada,CAN,1990,21.579493
Canada,CAN,1991,23.609812
Canada,CAN,1992,22.854706
Canada,CAN,1993,24.139723
Canada,CAN,1994,25.000046
Canada,CAN,1995,23.681238
Canada,CAN,1996,23.480381
Canada,CAN,1997,22.026169
Canada,CAN,1998,20.477243
Canada,CAN,1999,20.597778
Canada,CAN,2000,20.419754
Canada,CAN,2001,20.163483
Canada,CAN,2002,20.045149
Canada,CAN,2003,19.186245
Canada,CAN,2004,20.393549
Canada,CAN,2005,21.319828
Canada,CAN,2006,21.593212
Canada,CAN,2007,21.011206
Canada,CAN,2008,21.906538
Canada,CAN,2009,22.179201
Canada,CAN,2010,21.406599
Canada,CAN,2011,21.995176
Canada,CAN,2012,22.535776
Canada,CAN,2013,23.03562
Canada,CAN,2014,22.895123
Canada,CAN,2015,22.86024
Canada,CAN,2016,23.420399
Canada,CAN,2017,23.480442
Canada,CAN,2018,22.749727
Canada,CAN,2019,22.72167
Canada,CAN,2020,24.34932
Canada,CAN,2021,23.555872
Canada,CAN,2022,23.17369
Canada,CAN,2023,22.50798
Canada,CAN,2024,21.944914
Canada,CAN,2025,21.948395
Chile,CHL,1965,6.1117654
Chile,CHL,1966,5.9955297
Chile,CHL,1967,6.004689
Chile,CHL,1968,4.959501
Chile,CHL,1969,5.2177424
Chile,CHL,1970,5.2966776
Chile,CHL,1971,5.7123322
Chile,CHL,1972,6.728879
Chile,CHL,1973,6.7813807
Chile,CHL,1974,7.7917128
Chile,CHL,1975,8.803378
Chile,CHL,1976,8.830146
Chile,CHL,1977,8.933122
Chile,CHL,1978,8.971294
Chile,CHL,1979,8.689999
Chile,CHL,1980,8.94445
Chile,CHL,1981,9.259721
Chile,CHL,1982,11.217723
Chile,CHL,1983,11.953175
Chile,CHL,1984,11.896103
Chile,CHL,1985,13.220321
Chile,CHL,1986,13.9372
Chile,CHL,1987,14.408684
Chile,CHL,1988,12.42017
Chile,CHL,1989,9.057669
Chile,CHL,1990,8.592276
Chile,CHL,1991,10.910114
Chile,CHL,1992,13.665383
Chile,CHL,1993,13.15052
Chile,CHL,1994,12.309636
Chile,CHL,1995,12.306376
Chile,CHL,1996,10.416807
Chile,CHL,1997,9.940284
Chile,CHL,1998,7.7791004
Chile,CHL,1999,6.748117
Chile,CHL,2000,8.615758
Chile,CHL,2001,9.882766
Chile,CHL,2002,10.358761
Chile,CHL,2003,9.935905
Chile,CHL,2004,8.90921
Chile,CHL,2005,10.022662
Chile,CHL,2006,10.258834
Chile,CHL,2007,9.302961
Chile,CHL,2008,10.83281
Chile,CHL,2009,11.517428
Chile,CHL,2010,10.002298
Chile,CHL,2011,9.73781
Chile,CHL,2012,10.575792
Chile,CHL,2013,10.959815
Chile,CHL,2014,10.944797
Chile,CHL,2015,11.964257
Chile,CHL,2016,11.513207
Chile,CHL,2017,12.911421
Chile,CHL,2018,14.751293
Chile,CHL,2019,13.799773
Chile,CHL,2020,15.096528
Chile,CHL,2021,13.983196
Chile,CHL,2022,15.36377
Chile,CHL,2023,18.450117
Chile,CHL,2024,19.848074
Chile,CHL,2025,18.367311
China,CHN,1965,1.4800891
China,CHN,1966,1.3834901
China,CHN,1967,1.3247912
China,CHN,1968,1.5537599
China,CHN,1969,1.2924219
China,CHN,1970,1.0384738
China,CHN,1971,1.0598927
China,CHN,1972,1.1153394
China,CHN,1973,1.1823099
China,CHN,1974,1.3002273
China,CHN,1975,1.2130592
China,CHN,1976,1.1665797
China,CHN,1977,1.1157336
China,CHN,1978,0.9505602
China,CHN,1979,1.0382296
China,CHN,1980,1.2351755
China,CHN,1981,1.4132497
China,CHN,1982,1.540263
China,CHN,1983,1.685007
China,CHN,1984,1.5740848
China,CHN,1985,1.5476419
China,CHN,1986,1.510585
China,CHN,1987,1.4808555
China,CHN,1988,1.505045
China,CHN,1989,1.5570476
China,CHN,1990,1.6557747
China,CHN,1991,1.5479558
China,CHN,1992,1.5484221
China,CHN,1993,1.7251565
China,CHN,1994,2.2078795
China,CHN,1995,2.4044144
China,CHN,1996,2.247303
China,CHN,1997,2.347927
China,CHN,1998,2.3579044
China,CHN,1999,2.2789366
China,CHN,2000,2.482419
China,CHN,2001,2.8455992
China,CHN,2002,2.8788917
China,CHN,2003,2.8076675
China,CHN,2004,2.9247909
China,CHN,2005,2.8830795
China,CHN,2006,2.8775241
China,CHN,2007,2.9918478
China,CHN,2008,3.706802
China,CHN,2009,3.6114533
China,CHN,2010,3.8362775
China,CHN,2011,3.711223
China,CHN,2012,4.4084396
China,CHN,2013,4.726474
China,CHN,2014,5.472543
China,CHN,2015,6.0969033
China,CHN,2016,6.9299474
China,CHN,2017,7.4567122
China,CHN,2018,8.060102
China,CHN,2019,8.807993
China,CHN,2020,9.2009535
China,CHN,2021,9.734664
China,CHN,2022,10.2231045
China,CHN,2023,10.308313
China,CHN,2024,11.287614
China,CHN,2025,12.454365
Colombia,COL,1965,3.905699
Colombia,COL,1966,3.851631
Colombia,COL,1967,4.091731
Colombia,COL,1968,4.4177127
Colombia,COL,1969,4.8928823
Colombia,COL,1970,4.978083
Colombia,COL,1971,5.3778353
Colombia,COL,1972,5.1457696
Colombia,COL,1973,5.86427
Colombia,COL,1974,5.96257
Colombia,COL,1975,7.5462494
Colombia,COL,1976,7.6214004
Colombia,COL,1977,7.497278
Colombia,COL,1978,8.323413
Colombia,COL,1979,8.842877
Colombia,COL,1980,9.318086
Colombia,COL,1981,9.008005
Colombia,COL,1982,9.421094
Colombia,COL,1983,8.954804
Colombia,COL,1984,10.018759
Colombia,COL,1985,10.500596
Colombia,COL,1986,11.765309
Colombia,COL,1987,11.694655
Colombia,COL,1988,12.483622
Colombia,COL,1989,13.022974
Colombia,COL,1990,14.260928
Colombia,COL,1991,13.931679
Colombia,COL,1992,10.367398
Colombia,COL,1993,12.219747
Colombia,COL,1994,13.17291
Colombia,COL,1995,12.8081
Colombia,COL,1996,13.755518
Colombia,COL,1997,11.743357
Colombia,COL,1998,11.318765
Colombia,COL,1999,13.6599865
Colombia,COL,2000,12.734946
Colombia,COL,2001,12.970925
Colombia,COL,2002,14.09018
Colombia,COL,2003,14.833894
Colombia,COL,2004,14.8961115
Colombia,COL,2005,15.694366
Colombia,COL,2006,14.88937
Colombia,COL,2007,15.262343
Colombia,COL,2008,15.229324
Colombia,COL,2009,14.422723
Colombia,COL,2010,13.964239
Colombia,COL,2011,16.579689
Colombia,COL,2012,15.277825
Colombia,COL,2013,13.745851
Colombia,COL,2014,13.359891
Colombia,COL,2015,13.600692
Colombia,COL,2016,12.929627
Colombia,COL,2017,15.607462
Colombia,COL,2018,15.37826
Colombia,COL,2019,14.606179
Colombia,COL,2020,14.756588
Colombia,COL,2021,16.212341
Colombia,COL,2022,15.628064
Colombia,COL,2023,15.082775
Colombia,COL,2024,14.681149
Colombia,COL,2025,18.604006
Croatia,HRV,1990,4.240939
Croatia,HRV,1991,7.6130257
Croatia,HRV,1992,6.0647125
Croatia,HRV,1993,6.135067
Croatia,HRV,1994,7.346565
Croatia,HRV,1995,7.442063
Croatia,HRV,1996,10.006007
Croatia,HRV,1997,7.1504045
Croatia,HRV,1998,6.95681
Croatia,HRV,1999,8.378898
Croatia,HRV,2000,7.69283
Croatia,HRV,2001,8.19663
Croatia,HRV,2002,6.4732
Croatia,HRV,2003,5.6882243
Croatia,HRV,2004,7.94369
Croatia,HRV,2005,7.3714323
Croatia,HRV,2006,6.96886
Croatia,HRV,2007,4.7962627
Croatia,HRV,2008,6.087636
Croatia,HRV,2009,8.177992
Croatia,HRV,2010,10.201285
Croatia,HRV,2011,6.379345
Croatia,HRV,2012,7.358021
Croatia,HRV,2013,12.33058
Croatia,HRV,2014,13.386001
Croatia,HRV,2015,10.5812845
Croatia,HRV,2016,11.370643
Croatia,HRV,2017,9.778088
Croatia,HRV,2018,13.807917
Croatia,HRV,2019,13.862737
Croatia,HRV,2020,15.224544
Croatia,HRV,2021,17.479063
Croatia,HRV,2022,14.978579
Croatia,HRV,2023,16.654684
Croatia,HRV,2024,15.279357
Croatia,HRV,2025,14.368023
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0.0024448547
Cyprus,CYP,2005,0.0026986708
Cyprus,CYP,2006,0.005306993
Cyprus,CYP,2007,0.047400113
Cyprus,CYP,2008,0.57267463
Cyprus,CYP,2009,0.746324
Cyprus,CYP,2010,0.9380373
Cyprus,CYP,2011,1.3931111
Cyprus,CYP,2012,1.7398492
Cyprus,CYP,2013,2.1615694
Cyprus,CYP,2014,1.9165313
Cyprus,CYP,2015,2.1575973
Cyprus,CYP,2016,2.0364225
Cyprus,CYP,2017,2.0299368
Cyprus,CYP,2018,2.1238353
Cyprus,CYP,2019,2.3832114
Cyprus,CYP,2020,3.7057722
Cyprus,CYP,2021,4.145382
Cyprus,CYP,2022,4.206112
Cyprus,CYP,2023,4.7876883
Cyprus,CYP,2024,5.6072726
Cyprus,CYP,2025,6.1610293
Czechia,CZE,1965,0.48056546
Czechia,CZE,1966,0.4493335
Czechia,CZE,1967,0.41105804
Czechia,CZE,1968,0.30439368
Czechia,CZE,1969,0.23801337
Czechia,CZE,1970,0.3266911
Czechia,CZE,1971,0.21910371
Czechia,CZE,1972,0.22800586
Czechia,CZE,1973,0.19371055
Czechia,CZE,1974,0.3233136
Czechia,CZE,1975,0.30968863
Czechia,CZE,1976,0.23984122
Czechia,CZE,1977,0.31634012
Czechia,CZE,1978,0.29009798
Czechia,CZE,1979,0.36018237
Czechia,CZE,1980,0.389359
Czechia,CZE,1981,0.33665916
Czechia,CZE,1982,0.2756975
Czechia,CZE,1983,0.3726344
Czechia,CZE,1984,0.8045444
Czechia,CZE,1985,1.4211246
Czechia,CZE,1986,3.2243958
Czechia,CZE,1987,5.363964
Czechia,CZE,1988,5.793367
Czechia,CZE,1989,6.1830316
Czechia,CZE,1990,7.0939646
Czechia,CZE,1991,7.5270376
Czechia,CZE,1992,7.745443
Czechia,CZE,1993,8.244803
Czechia,CZE,1994,8.827959
Czechia,CZE,1995,8.3474
Czechia,CZE,1996,8.409808
Czechia,CZE,1997,8.602922
Czechia,CZE,1998,9.272957
Czechia,CZE,1999,9.964145
Czechia,CZE,2000,9.537506
Czechia,CZE,2001,10.081899
Czechia,CZE,2002,12.628261
Czechia,CZE,2003,15.794537
Czechia,CZE,2004,15.849152
Czechia,CZE,2005,15.233684
Czechia,CZE,2006,15.842925
Czechia,CZE,2007,16.140867
Czechia,CZE,2008,16.990843
Czechia,CZE,2009,18.742323
Czechia,CZE,2010,18.79383
Czechia,CZE,2011,20.251532
Czechia,CZE,2012,21.92157
Czechia,CZE,2013,23.13486
Czechia,CZE,2014,23.573729
Czechia,CZE,2015,21.880127
Czechia,CZE,2016,20.477924
Czechia,CZE,2017,22.043962
Czechia,CZE,2018,22.90413
Czechia,CZE,2019,23.93246
Czechia,CZE,2020,25.911139
Czechia,CZE,2021,25.122942
Czechia,CZE,2022,25.818264
Czechia,CZE,2023,27.699047
Czechia,CZE,2024,28.691813
Czechia,CZE,2025,29.808376
Denmark,DNK,1965,0.015045798
Denmark,DNK,1966,0.013755993
Denmark,DNK,1967,0.013152733
Denmark,DNK,1968,0.010572647
Denmark,DNK,1969,0.009648973
Denmark,DNK,1970,0.009878882
Denmark,DNK,1971,0.0104535
Denmark,DNK,1972,0.0099052675
Denmark,DNK,1973,0.01023792
Denmark,DNK,1974,0.011253502
Denmark,DNK,1975,0.009990562
Denmark,DNK,1976,0.008210678
Denmark,DNK,1977,0.011010493
Denmark,DNK,1978,0.012522965
Denmark,DNK,1979,0.014640056
Denmark,DNK,1980,0.01915202
Denmark,DNK,1981,0.021993011
Denmark,DNK,1982,0.024412343
Denmark,DNK,1983,0.08453092
Denmark,DNK,1984,0.08459165
Denmark,DNK,1985,0.08738332
Denmark,DNK,1986,0.13886598
Denmark,DNK,1987,0.18113375
Denmark,DNK,1988,0.26784885
Denmark,DNK,1989,0.42743522
Denmark,DNK,1990,0.63436174
Denmark,DNK,1991,0.7946857
Denmark,DNK,1992,1.1671073
Denmark,DNK,1993,1.4214035
Denmark,DNK,1994,1.1835294
Denmark,DNK,1995,1.3060181
Denmark,DNK,1996,1.3087566
Denmark,DNK,1997,1.9003633
Denmark,DNK,1998,2.4638467
Denmark,DNK,1999,2.9409096
Denmark,DNK,2000,3.5979047
Denmark,DNK,2001,3.850813
Denmark,DNK,2002,4.6634545
Denmark,DNK,2003,5.3826203
Denmark,DNK,2004,6.7489195
Denmark,DNK,2005,7.3813787
Denmark,DNK,2006,6.3170485
Denmark,DNK,2007,7.2071376
Denmark,DNK,2008,7.428281
Denmark,DNK,2009,8.113173
Denmark,DNK,2010,10.0549965
Denmark,DNK,2011,12.10903
Denmark,DNK,2012,14.078469
Denmark,DNK,2013,14.105501
Denmark,DNK,2014,16.07796
Denmark,DNK,2015,17.137293
Denmark,DNK,2016,17.242285
Denmark,DNK,2017,21.012806
Denmark,DNK,2018,20.119654
Denmark,DNK,2019,22.566671
Denmark,DNK,2020,26.233757
Denmark,DNK,2021,29.2264
Denmark,DNK,2022,28.858265
Denmark,DNK,2023,29.908527
Denmark,DNK,2024,31.73501
Denmark,DNK,2025,33.94809
Ecuador,ECU,1965,3.0478709
Ecuador,ECU,1966,3.3314826
Ecuador,ECU,1967,3.3963773
Ecuador,ECU,1968,2.9817798
Ecuador,ECU,1969,3.1225736
Ecuador,ECU,1970,2.8969038
Ecuador,ECU,1971,2.862667
Ecuador,ECU,1972,2.6057947
Ecuador,ECU,1973,2.3613424
Ecuador,ECU,1974,2.3340614
Ecuador,ECU,1975,2.3848116
Ecuador,ECU,1976,2.0999804
Ecuador,ECU,1977,1.7230971
Ecuador,ECU,1978,2.1492767
Ecuador,ECU,1979,1.7126826
Ecuador,ECU,1980,1.9261787
Ecuador,ECU,1981,1.5736854
Ecuador,ECU,1982,1.76142
Ecuador,ECU,1983,3.624876
Ecuador,ECU,1984,6.2880516
Ecuador,ECU,1985,6.138902
Ecuador,ECU,1986,7.353509
Ecuador,ECU,1987,8.654484
Ecuador,ECU,1988,8.283458
Ecuador,ECU,1989,8.8702755
Ecuador,ECU,1990,8.363791
Ecuador,ECU,1991,7.8734922
Ecuador,ECU,1992,7.290711
Ecuador,ECU,1993,8.638058
Ecuador,ECU,1994,9.22583
Ecuador,ECU,1995,6.984967
Ecuador,ECU,1996,7.8620367
Ecuador,ECU,1997,7.7116795
Ecuador,ECU,1998,7.6252613
Ecuador,ECU,1999,9.20693
Ecuador,ECU,2000,8.953647
Ecuador,ECU,2001,7.9233527
Ecuador,ECU,2002,8.213893
Ecuador,ECU,2003,7.740056
Ecuador,ECU,2004,7.3988876
Ecuador,ECU,2005,6.654541
Ecuador,ECU,2006,6.598062
Ecuador,ECU,2007,8.236682
Ecuador,ECU,2008,9.656301
Ecuador,ECU,2009,7.4312525
Ecuador,ECU,2010,6.711816
Ecuador,ECU,2011,8.289714
Ecuador,ECU,2012,8.622349
Ecuador,ECU,2013,7.482594
Ecuador,ECU,2014,7.609936
Ecuador,ECU,2015,8.813454
Ecuador,ECU,2016,10.943517
Ecuador,ECU,2017,13.558361
Ecuador,ECU,2018,12.992535
Ecuador,ECU,2019,15.500252
Ecuador,ECU,2020,18.190691
Ecuador,ECU,2021,15.898273
Ecuador,ECU,2022,14.339983
Ecuador,ECU,2023,14.079682
Ecuador,ECU,2024,12.714056
Ecuador,ECU,2025,15.167641
Egypt,EGY,1965,1.9622929
Egypt,EGY,1966,1.9649005
Egypt,EGY,1967,2.4977517
Egypt,EGY,1968,3.604744
Egypt,EGY,1969,6.0866246
Egypt,EGY,1970,5.7005215
Egypt,EGY,1971,6.0001683
Egypt,EGY,1972,5.4803605
Egypt,EGY,1973,5.8233895
Egypt,EGY,1974,6.1123247
Egypt,EGY,1975,6.1197433
Egypt,EGY,1976,6.0194497
Egypt,EGY,1977,6.29431
Egypt,EGY,1978,6.5798984
Egypt,EGY,1979,5.74355
Egypt,EGY,1980,5.092613
Egypt,EGY,1981,4.619112
Egypt,EGY,1982,4.2225623
Egypt,EGY,1983,3.6139014
Egypt,EGY,1984,3.2286103
Egypt,EGY,1985,2.9419813
Egypt,EGY,1986,2.81467
Egypt,EGY,1987,2.6452696
Egypt,EGY,1988,2.5621119
Egypt,EGY,1989,2.614206
Egypt,EGY,1990,2.6766489
Egypt,EGY,1991,2.6300492
Egypt,EGY,1992,2.624197
Egypt,EGY,1993,2.7045898
Egypt,EGY,1994,2.7351093
Egypt,EGY,1995,2.690915
Egypt,EGY,1996,2.6171215
Egypt,EGY,1997,2.573095
Egypt,EGY,1998,2.53966
Egypt,EGY,1999,2.6348393
Egypt,EGY,2000,2.6374261
Egypt,EGY,2001,2.5827427
Egypt,EGY,2002,2.437129
Egypt,EGY,2003,2.1302688
Egypt,EGY,2004,2.0300426
Egypt,EGY,2005,1.9491848
Egypt,EGY,2006,1.880873
Egypt,EGY,2007,1.9648117
Egypt,EGY,2008,1.9963576
Egypt,EGY,2009,1.7736291
Egypt,EGY,2010,1.6561846
Egypt,EGY,2011,1.6083995
Egypt,EGY,2012,1.5586106
Egypt,EGY,2013,1.5658367
Egypt,EGY,2014,1.5750439
Egypt,EGY,2015,1.6467437
Egypt,EGY,2016,1.5769573
Egypt,EGY,2017,1.4832374
Egypt,EGY,2018,1.5765319
Egypt,EGY,2019,1.9268336
Egypt,EGY,2020,2.5061405
Egypt,EGY,2021,2.4850786
Egypt,EGY,2022,2.3951356
Egypt,EGY,2023,2.461779
Egypt,EGY,2024,2.5880268
Egypt,EGY,2025,3.094589
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.029176438
Estonia,EST,1996,0.022905976
Estonia,EST,1997,0.037186142
Estonia,EST,1998,0.062325884
Estonia,EST,1999,0.0807967
Estonia,EST,2000,0.31377712
Estonia,EST,2001,0.13094787
Estonia,EST,2002,0.16141494
Estonia,EST,2003,0.16042139
Estonia,EST,2004,0.1981369
Estonia,EST,2005,0.28161877
Estonia,EST,2006,0.34697387
Estonia,EST,2007,0.31460834
Estonia,EST,2008,0.4840924
Estonia,EST,2009,2.083342
Estonia,EST,2010,3.6891
Estonia,EST,2011,3.9498763
Estonia,EST,2012,4.953318
Estonia,EST,2013,3.5708222
Estonia,EST,2014,4.277853
Estonia,EST,2015,4.981816
Estonia,EST,2016,5.092605
Estonia,EST,2017,5.381929
Estonia,EST,2018,6.4276567
Estonia,EST,2019,8.51207
Estonia,EST,2020,12.620625
Estonia,EST,2021,11.7004595
Estonia,EST,2022,10.348417
Estonia,EST,2023,10.807017
Estonia,EST,2024,12.445592
Estonia,EST,2025,13.47993
Europe,OWID_EUR,1965,2.5522497
Europe,OWID_EUR,1966,2.741763
Europe,OWID_EUR,1967,2.6906233
Europe,OWID_EUR,1968,2.7551558
Europe,OWID_EUR,1969,2.7257702
Europe,OWID_EUR,1970,2.7509139
Europe,OWID_EUR,1971,2.7704418
Europe,OWID_EUR,1972,3.201563
Europe,OWID_EUR,1973,2.9177032
Europe,OWID_EUR,1974,3.2586622
Europe,OWID_EUR,1975,3.6173944
Europe,OWID_EUR,1976,3.6580656
Europe,OWID_EUR,1977,4.265046
Europe,OWID_EUR,1978,4.3842363
Europe,OWID_EUR,1979,4.5840816
Europe,OWID_EUR,1980,5.0709167
Europe,OWID_EUR,1981,6.0487256
Europe,OWID_EUR,1982,6.424551
Europe,OWID_EUR,1983,7.1087437
Europe,OWID_EUR,1984,8.294187
Europe,OWID_EUR,1985,9.635831
Europe,OWID_EUR,1986,9.88222
Europe,OWID_EUR,1987,10.225849
Europe,OWID_EUR,1988,10.979341
Europe,OWID_EUR,1989,11.153248
Europe,OWID_EUR,1990,11.164393
Europe,OWID_EUR,1991,11.567715
Europe,OWID_EUR,1992,12.157757
Europe,OWID_EUR,1993,13.0424185
Europe,OWID_EUR,1994,13.361994
Europe,OWID_EUR,1995,13.705921
Europe,OWID_EUR,1996,14.067857
Europe,OWID_EUR,1997,14.591865
Europe,OWID_EUR,1998,14.575125
Europe,OWID_EUR,1999,14.961154
Europe,OWID_EUR,2000,15.143992
Europe,OWID_EUR,2001,15.401955
Europe,OWID_EUR,2002,15.45808
Europe,OWID_EUR,2003,15.304742
Europe,OWID_EUR,2004,15.601848
Europe,OWID_EUR,2005,15.689097
Europe,OWID_EUR,2006,15.671318
Europe,OWID_EUR,2007,15.678392
Europe,OWID_EUR,2008,16.09306
Europe,OWID_EUR,2009,16.909578
Europe,OWID_EUR,2010,17.046553
Europe,OWID_EUR,2011,17.219782
Europe,OWID_EUR,2012,17.69387
Europe,OWID_EUR,2013,18.18805
Europe,OWID_EUR,2014,19.128374
Europe,OWID_EUR,2015,19.305382
Europe,OWID_EUR,2016,18.99475
Europe,OWID_EUR,2017,18.92174
Europe,OWID_EUR,2018,19.266079
Europe,OWID_EUR,2019,19.768778
Europe,OWID_EUR,2020,20.867504
Europe,OWID_EUR,2021,20.829597
Europe,OWID_EUR,2022,19.694414
Europe,OWID_EUR,2023,20.6983
Europe,OWID_EUR,2024,21.277025
Europe,OWID_EUR,2025,21.351763
Europe (EI),,1965,3.2732637
Europe (EI),,1966,3.54955
Europe (EI),,1967,3.5490975
Europe (EI),,1968,3.5157728
Europe (EI),,1969,3.3948638
Europe (EI),,1970,3.3844552
Europe (EI),,1971,3.4371004
Europe (EI),,1972,3.665607
Europe (EI),,1973,3.6155467
Europe (EI),,1974,4.087404
Europe (EI),,1975,4.706504
Europe (EI),,1976,4.5878963
Europe (EI),,1977,5.3972583
Europe (EI),,1978,5.5164123
Europe (EI),,1979,5.7682137
Europe (EI),,1980,6.389205
Europe (EI),,1981,7.941694
Europe (EI),,1982,8.596247
Europe (EI),,1983,9.633241
Europe (EI),,1984,11.1940775
